sample_accession,specimen_types,tissue_type
HRS170470,Patient Solid Tissue,Tumor
HRS170471,Peritumoral,Normal
HRS170472,Patient Solid Tissue,Tumor
HRS170473,Peritumoral,Normal
HRS170474,Patient Solid Tissue,Tumor
HRS170475,Peritumoral,Normal
HRS170476,Patient Solid Tissue,Tumor
HRS170477,Peritumoral,Normal
HRS170478,Patient Solid Tissue,Tumor
HRS170479,Peritumoral,Normal
HRS170480,Patient Solid Tissue,Tumor
HRS170481,Peritumoral,Normal
HRS170482,Patient Solid Tissue,Tumor
HRS170483,Peritumoral,Normal
HRS170484,Patient Solid Tissue,Tumor
HRS170485,Peritumoral,Normal
HRS170486,Patient Solid Tissue,Tumor
HRS170487,Peritumoral,Normal
HRS170488,Patient Solid Tissue,Tumor
HRS170489,Peritumoral,Normal
HRS170490,Patient Solid Tissue,Tumor
HRS170491,Peritumoral,Normal
HRS170492,Patient Solid Tissue,Tumor
HRS170493,Peritumoral,Normal
HRS170494,Patient Solid Tissue,Tumor
HRS170495,Peritumoral,Normal
HRS170496,Patient Solid Tissue,Tumor
HRS170497,Peritumoral,Normal
HRS170498,Patient Solid Tissue,Tumor
HRS170499,Peritumoral,Normal
HRS170500,Patient Solid Tissue,Tumor
HRS170501,Peritumoral,Normal
HRS170502,Patient Solid Tissue,Tumor
HRS170503,Peritumoral,Normal
HRS170504,Patient Solid Tissue,Tumor
HRS170505,Peritumoral,Normal
HRS170506,Patient Solid Tissue,Tumor
HRS170507,Peritumoral,Normal
HRS170508,Patient Solid Tissue,Tumor
HRS170509,Peritumoral,Normal
HRS170510,Patient Solid Tissue,Tumor
HRS170511,Peritumoral,Normal
HRS170512,Patient Solid Tissue,Tumor
HRS170513,Peritumoral,Normal
HRS170514,Patient Solid Tissue,Tumor
HRS170515,Peritumoral,Normal
HRS170516,Patient Solid Tissue,Tumor
HRS170517,Peritumoral,Normal
HRS170518,Patient Solid Tissue,Tumor
HRS170519,Peritumoral,Normal
HRS170520,Patient Solid Tissue,Tumor
HRS170521,Peritumoral,Normal
HRS170522,Patient Solid Tissue,Tumor
HRS170523,Peritumoral,Normal
HRS170524,Patient Solid Tissue,Tumor
HRS170525,Peritumoral,Normal
HRS170526,Patient Solid Tissue,Tumor
HRS170527,Peritumoral,Normal
HRS170528,Patient Solid Tissue,Tumor
HRS170529,Peritumoral,Normal
HRS170530,Patient Solid Tissue,Tumor
HRS170531,Peritumoral,Normal
HRS170532,Patient Solid Tissue,Tumor
HRS170533,Peritumoral,Normal
HRS170534,Patient Solid Tissue,Tumor
HRS170535,Peritumoral,Normal
HRS170536,Patient Solid Tissue,Tumor
HRS170537,Peritumoral,Normal
HRS170538,Patient Solid Tissue,Tumor
HRS170539,Peritumoral,Normal
HRS170540,Patient Solid Tissue,Tumor
HRS170541,Peritumoral,Normal
HRS170542,Patient Solid Tissue,Tumor
HRS170543,Peritumoral,Normal
HRS170544,Patient Solid Tissue,Tumor
HRS170545,Peritumoral,Normal
HRS170546,Patient Solid Tissue,Tumor
HRS170547,Peritumoral,Normal
HRS170548,Patient Solid Tissue,Tumor
HRS170549,Peritumoral,Normal
HRS170550,Patient Solid Tissue,Tumor
HRS170551,Peritumoral,Normal
HRS170552,Patient Solid Tissue,Tumor
HRS170553,Peritumoral,Normal
HRS170554,Patient Solid Tissue,Tumor
HRS170555,Peritumoral,Normal
HRS170556,Patient Solid Tissue,Tumor
HRS170557,Peritumoral,Normal
HRS170558,Patient Solid Tissue,Tumor
HRS170559,Peritumoral,Normal
HRS170560,Patient Solid Tissue,Tumor
HRS170561,Peritumoral,Normal
HRS170562,Patient Solid Tissue,Tumor
HRS170563,Peritumoral,Normal
HRS170564,Patient Solid Tissue,Tumor
HRS170565,Peritumoral,Normal
HRS170566,Patient Solid Tissue,Tumor
HRS170567,Peritumoral,Normal
HRS170568,Patient Solid Tissue,Tumor
HRS170569,Peritumoral,Normal
HRS170570,Patient Solid Tissue,Tumor
HRS170571,Peritumoral,Normal
HRS170572,Patient Solid Tissue,Tumor
HRS170573,Peritumoral,Normal
HRS170574,Patient Solid Tissue,Tumor
HRS170575,Peritumoral,Normal
HRS170576,Patient Solid Tissue,Tumor
HRS170577,Peritumoral,Normal
HRS170578,Patient Solid Tissue,Tumor
HRS170579,Peritumoral,Normal
HRS170580,Patient Solid Tissue,Tumor
HRS170581,Peritumoral,Normal
HRS170582,Patient Solid Tissue,Tumor
HRS170583,Peritumoral,Normal
HRS170584,Patient Solid Tissue,Tumor
HRS170585,Peritumoral,Normal
HRS170586,Patient Solid Tissue,Tumor
HRS170587,Peritumoral,Normal
HRS170588,Patient Solid Tissue,Tumor
HRS170589,Peritumoral,Normal
HRS170590,Patient Solid Tissue,Tumor
HRS170591,Peritumoral,Normal
HRS170592,Patient Solid Tissue,Tumor
HRS170593,Peritumoral,Normal
HRS170594,Patient Solid Tissue,Tumor
HRS170595,Peritumoral,Normal
HRS170596,Patient Solid Tissue,Tumor
HRS170597,Peritumoral,Normal
HRS170598,Patient Solid Tissue,Tumor
HRS170599,Peritumoral,Normal
HRS170600,Patient Solid Tissue,Tumor
HRS170601,Peritumoral,Normal
HRS170602,Patient Solid Tissue,Tumor
HRS170603,Peritumoral,Normal
HRS170604,Patient Solid Tissue,Tumor
HRS170605,Peritumoral,Normal
HRS170606,Patient Solid Tissue,Tumor
HRS170607,Peritumoral,Normal
HRS170608,Patient Solid Tissue,Tumor
HRS170609,Peritumoral,Normal
HRS170610,Patient Solid Tissue,Tumor
HRS170611,Peritumoral,Normal
HRS170612,Patient Solid Tissue,Tumor
HRS170613,Peritumoral,Normal
HRS170614,Patient Solid Tissue,Tumor
HRS170615,Peritumoral,Normal
HRS170616,Patient Solid Tissue,Tumor
HRS170617,Peritumoral,Normal
HRS170618,Patient Solid Tissue,Tumor
HRS170619,Peritumoral,Normal
HRS170620,Patient Solid Tissue,Tumor
HRS170621,Peritumoral,Normal
HRS170622,Patient Solid Tissue,Tumor
HRS170623,Peritumoral,Normal
HRS170624,Patient Solid Tissue,Tumor
HRS170625,Peritumoral,Normal
HRS170626,Patient Solid Tissue,Tumor
HRS170627,Peritumoral,Normal
HRS170628,Patient Solid Tissue,Tumor
HRS170629,Peritumoral,Normal
HRS170630,Patient Solid Tissue,Tumor
HRS170631,Peritumoral,Normal
HRS170632,Patient Solid Tissue,Tumor
HRS170633,Peritumoral,Normal
HRS170634,Patient Solid Tissue,Tumor
HRS170635,Peritumoral,Normal
HRS170636,Patient Solid Tissue,Tumor
HRS170637,Peritumoral,Normal
HRS170638,Patient Solid Tissue,Tumor
HRS170639,Peritumoral,Normal
HRS170640,Patient Solid Tissue,Tumor
HRS170641,Peritumoral,Normal
HRS170642,Patient Solid Tissue,Tumor
HRS170643,Peritumoral,Normal
HRS170644,Patient Solid Tissue,Tumor
HRS170645,Peritumoral,Normal
HRS170646,Patient Solid Tissue,Tumor
HRS170647,Peritumoral,Normal
HRS170648,Patient Solid Tissue,Tumor
HRS170649,Peritumoral,Normal
HRS170650,Patient Solid Tissue,Tumor
HRS170651,Peritumoral,Normal
HRS170652,Patient Solid Tissue,Tumor
HRS170653,Peritumoral,Normal
HRS170654,Patient Solid Tissue,Tumor
HRS170655,Peritumoral,Normal
HRS170656,Patient Solid Tissue,Tumor
HRS170657,Peritumoral,Normal
HRS170658,Patient Solid Tissue,Tumor
HRS170659,Peritumoral,Normal
HRS170660,Patient Solid Tissue,Tumor
HRS170661,Peritumoral,Normal
HRS170662,Patient Solid Tissue,Tumor
HRS170663,Peritumoral,Normal
HRS170664,Patient Solid Tissue,Tumor
HRS170665,Peritumoral,Normal
HRS170666,Patient Solid Tissue,Tumor
HRS170667,Peritumoral,Normal
HRS170668,Patient Solid Tissue,Tumor
HRS170669,Peritumoral,Normal
HRS170670,Patient Solid Tissue,Tumor
HRS170671,Peritumoral,Normal
HRS170672,Patient Solid Tissue,Tumor
HRS170673,Peritumoral,Normal
HRS170674,Patient Solid Tissue,Tumor
HRS170675,Peritumoral,Normal
HRS170676,Patient Solid Tissue,Tumor
HRS170677,Peritumoral,Normal
HRS170678,Patient Solid Tissue,Tumor
HRS170679,Peritumoral,Normal
HRS170680,Patient Solid Tissue,Tumor
HRS170681,Peritumoral,Normal
HRS170682,Patient Solid Tissue,Tumor
HRS170683,Peritumoral,Normal
HRS170684,Patient Solid Tissue,Tumor
HRS170685,Peritumoral,Normal
HRS170686,Patient Solid Tissue,Tumor
HRS170687,Peritumoral,Normal
HRS170688,Patient Solid Tissue,Tumor
HRS170689,Peritumoral,Normal
HRS170690,Patient Solid Tissue,Tumor
HRS170691,Peritumoral,Normal
HRS170692,Patient Solid Tissue,Tumor
HRS170693,Peritumoral,Normal
HRS170694,Patient Solid Tissue,Tumor
HRS170695,Peritumoral,Normal
HRS170696,Patient Solid Tissue,Tumor
HRS170697,Peritumoral,Normal
HRS170698,Patient Solid Tissue,Tumor
HRS170699,Peritumoral,Normal
HRS170700,Patient Solid Tissue,Tumor
HRS170701,Peritumoral,Normal
HRS170702,Patient Solid Tissue,Tumor
HRS170703,Peritumoral,Normal
HRS170704,Patient Solid Tissue,Tumor
HRS170705,Peritumoral,Normal
HRS170706,Patient Solid Tissue,Tumor
HRS170707,Peritumoral,Normal
HRS170708,Patient Solid Tissue,Tumor
HRS170709,Peritumoral,Normal
HRS170710,Patient Solid Tissue,Tumor
HRS170711,Peritumoral,Normal
HRS170712,Patient Solid Tissue,Tumor
HRS170713,Peritumoral,Normal
HRS170714,Patient Solid Tissue,Tumor
HRS170715,Peritumoral,Normal
HRS170716,Patient Solid Tissue,Tumor
HRS170717,Peritumoral,Normal
HRS170718,Patient Solid Tissue,Tumor
HRS170719,Peritumoral,Normal
HRS170720,Patient Solid Tissue,Tumor
HRS170721,Peritumoral,Normal
HRS170722,Patient Solid Tissue,Tumor
HRS170723,Peritumoral,Normal
HRS170724,Patient Solid Tissue,Tumor
HRS170725,Peritumoral,Normal
HRS170726,Patient Solid Tissue,Tumor
HRS170727,Peritumoral,Normal
HRS170728,Patient Solid Tissue,Tumor
HRS170729,Peritumoral,Normal
HRS170730,Patient Solid Tissue,Tumor
HRS170731,Peritumoral,Normal
HRS170732,Patient Solid Tissue,Tumor
HRS170733,Peritumoral,Normal
HRS170734,Patient Solid Tissue,Tumor
HRS170735,Peritumoral,Normal
HRS170736,Patient Solid Tissue,Tumor
HRS170737,Peritumoral,Normal
HRS170738,Patient Solid Tissue,Tumor
HRS170739,Peritumoral,Normal
HRS170740,Patient Solid Tissue,Tumor
HRS170741,Peritumoral,Normal
HRS170742,Patient Solid Tissue,Tumor
HRS170743,Peritumoral,Normal
HRS170744,Patient Solid Tissue,Tumor
HRS170745,Peritumoral,Normal
HRS170746,Patient Solid Tissue,Tumor
HRS170747,Peritumoral,Normal
HRS170748,Patient Solid Tissue,Tumor
HRS170749,Peritumoral,Normal
HRS170750,Patient Solid Tissue,Tumor
HRS170751,Peritumoral,Normal
HRS170752,Patient Solid Tissue,Tumor
HRS170753,Peritumoral,Normal
HRS170754,Patient Solid Tissue,Tumor
HRS170755,Peritumoral,Normal
HRS170756,Patient Solid Tissue,Tumor
HRS170757,Peritumoral,Normal
HRS170758,Patient Solid Tissue,Tumor
HRS170759,Peritumoral,Normal
HRS170760,Patient Solid Tissue,Tumor
HRS170761,Peritumoral,Normal
HRS170762,Patient Solid Tissue,Tumor
HRS170763,Peritumoral,Normal
HRS170764,Patient Solid Tissue,Tumor
HRS170765,Peritumoral,Normal
HRS170766,Patient Solid Tissue,Tumor
HRS170767,Peritumoral,Normal
HRS170768,Patient Solid Tissue,Tumor
HRS170769,Peritumoral,Normal
HRS170770,Patient Solid Tissue,Tumor
HRS170771,Peritumoral,Normal
HRS170772,Patient Solid Tissue,Tumor
HRS170773,Peritumoral,Normal
HRS170774,Patient Solid Tissue,Tumor
HRS170775,Peritumoral,Normal
HRS170776,Patient Solid Tissue,Tumor
HRS170777,Peritumoral,Normal
HRS170778,Patient Solid Tissue,Tumor
HRS170779,Peritumoral,Normal
HRS170780,Patient Solid Tissue,Tumor
HRS170781,Peritumoral,Normal
HRS170782,Patient Solid Tissue,Tumor
HRS170783,Peritumoral,Normal
HRS170784,Patient Solid Tissue,Tumor
HRS170785,Peritumoral,Normal
HRS170786,Patient Solid Tissue,Tumor
HRS170787,Peritumoral,Normal
HRS170788,Patient Solid Tissue,Tumor
HRS170789,Peritumoral,Normal
HRS170790,Patient Solid Tissue,Tumor
HRS170791,Peritumoral,Normal
HRS170792,Patient Solid Tissue,Tumor
HRS170793,Peritumoral,Normal
HRS170794,Patient Solid Tissue,Tumor
HRS170795,Peritumoral,Normal
HRS170796,Patient Solid Tissue,Tumor
HRS170797,Peritumoral,Normal
HRS170798,Patient Solid Tissue,Tumor
HRS170799,Peritumoral,Normal
HRS170800,Patient Solid Tissue,Tumor
HRS170801,Peritumoral,Normal
HRS170802,Patient Solid Tissue,Tumor
HRS170803,Peritumoral,Normal
HRS170804,Patient Solid Tissue,Tumor
HRS170805,Peritumoral,Normal
HRS170806,Patient Solid Tissue,Tumor
HRS170807,Peritumoral,Normal
HRS170808,Patient Solid Tissue,Tumor
HRS170809,Peritumoral,Normal
HRS170810,Patient Solid Tissue,Tumor
HRS170811,Peritumoral,Normal
HRS170812,Patient Solid Tissue,Tumor
HRS170813,Peritumoral,Normal
HRS170814,Patient Solid Tissue,Tumor
HRS170815,Peritumoral,Normal
HRS170816,Patient Solid Tissue,Tumor
HRS170817,Peritumoral,Normal
HRS170818,Patient Solid Tissue,Tumor
HRS170819,Peritumoral,Normal
HRS170820,Patient Solid Tissue,Tumor
HRS170821,Peritumoral,Normal
HRS170822,Patient Solid Tissue,Tumor
HRS170823,Peritumoral,Normal
HRS170824,Patient Solid Tissue,Tumor
HRS170825,Peritumoral,Normal
HRS170826,Patient Solid Tissue,Tumor
HRS170827,Peritumoral,Normal
HRS170828,Patient Solid Tissue,Tumor
HRS170829,Peritumoral,Normal
HRS170830,Patient Solid Tissue,Tumor
HRS170831,Peritumoral,Normal
HRS170832,Patient Solid Tissue,Tumor
HRS170833,Peritumoral,Normal
HRS170834,Patient Solid Tissue,Tumor
HRS170835,Peritumoral,Normal
HRS170836,Patient Solid Tissue,Tumor
HRS170837,Peritumoral,Normal
HRS170838,Patient Solid Tissue,Tumor
HRS170839,Peritumoral,Normal
HRS170840,Patient Solid Tissue,Tumor
HRS170841,Peritumoral,Normal
HRS170842,Patient Solid Tissue,Tumor
HRS170843,Peritumoral,Normal
HRS170844,Patient Solid Tissue,Tumor
HRS170845,Peritumoral,Normal
HRS170846,Patient Solid Tissue,Tumor
HRS170847,Peritumoral,Normal
HRS170848,Patient Solid Tissue,Tumor
HRS170849,Peritumoral,Normal
HRS170850,Patient Solid Tissue,Tumor
HRS170851,Peritumoral,Normal
HRS170852,Patient Solid Tissue,Tumor
HRS170853,Peritumoral,Normal
HRS170854,Patient Solid Tissue,Tumor
HRS170855,Peritumoral,Normal
HRS170856,Patient Solid Tissue,Tumor
HRS170857,Peritumoral,Normal
HRS170858,Patient Solid Tissue,Tumor
HRS170859,Peritumoral,Normal
HRS170860,Patient Solid Tissue,Tumor
HRS170861,Peritumoral,Normal
HRS170862,Patient Solid Tissue,Tumor
HRS170863,Peritumoral,Normal
HRS170864,Patient Solid Tissue,Tumor
HRS170865,Peritumoral,Normal
HRS170866,Patient Solid Tissue,Tumor
HRS170867,Peritumoral,Normal
HRS170868,Patient Solid Tissue,Tumor
HRS170869,Peritumoral,Normal
HRS170870,Patient Solid Tissue,Tumor
HRS170871,Peritumoral,Normal
HRS170872,Patient Solid Tissue,Tumor
HRS170873,Peritumoral,Normal
HRS170874,Patient Solid Tissue,Tumor
HRS170875,Peritumoral,Normal
HRS170876,Patient Solid Tissue,Tumor
HRS170877,Peritumoral,Normal
HRS170878,Patient Solid Tissue,Tumor
HRS170879,Peritumoral,Normal
HRS170880,Patient Solid Tissue,Tumor
HRS170881,Peritumoral,Normal
HRS170882,Patient Solid Tissue,Tumor
HRS170883,Peritumoral,Normal
HRS170884,Patient Solid Tissue,Tumor
HRS170885,Peritumoral,Normal
HRS170886,Patient Solid Tissue,Tumor
HRS170887,Peritumoral,Normal
HRS170888,Patient Solid Tissue,Tumor
HRS170889,Peritumoral,Normal
HRS170890,Patient Solid Tissue,Tumor
HRS170891,Peritumoral,Normal
HRS170892,Patient Solid Tissue,Tumor
HRS170893,Peritumoral,Normal
HRS170894,Patient Solid Tissue,Tumor
HRS170895,Peritumoral,Normal
HRS170896,Patient Solid Tissue,Tumor
HRS170897,Peritumoral,Normal
HRS170898,Patient Solid Tissue,Tumor
HRS170899,Peritumoral,Normal
HRS170900,Patient Solid Tissue,Tumor
HRS170901,Peritumoral,Normal
HRS170902,Patient Solid Tissue,Tumor
HRS170903,Peritumoral,Normal
HRS170904,Patient Solid Tissue,Tumor
HRS170905,Peritumoral,Normal
HRS170906,Patient Solid Tissue,Tumor
HRS170907,Peritumoral,Normal
HRS170908,Patient Solid Tissue,Tumor
HRS170909,Peritumoral,Normal
HRS170910,Patient Solid Tissue,Tumor
HRS170911,Peritumoral,Normal
HRS170912,Patient Solid Tissue,Tumor
HRS170913,Peritumoral,Normal
HRS170914,Patient Solid Tissue,Tumor
HRS170915,Peritumoral,Normal
HRS170916,Patient Solid Tissue,Tumor
HRS170917,Peritumoral,Normal
HRS170918,Patient Solid Tissue,Tumor
HRS170919,Peritumoral,Normal
HRS170920,Patient Solid Tissue,Tumor
HRS170921,Peritumoral,Normal
HRS170922,Patient Solid Tissue,Tumor
HRS170923,Peritumoral,Normal
HRS170924,Patient Solid Tissue,Tumor
HRS170925,Peritumoral,Normal
HRS170926,Patient Solid Tissue,Tumor
HRS170927,Peritumoral,Normal
HRS170928,Patient Solid Tissue,Tumor
HRS170929,Peritumoral,Normal
HRS170930,Patient Solid Tissue,Tumor
HRS170931,Peritumoral,Normal
HRS170932,Patient Solid Tissue,Tumor
HRS170933,Peritumoral,Normal
HRS170934,Patient Solid Tissue,Tumor
HRS170935,Peritumoral,Normal
HRS170936,Patient Solid Tissue,Tumor
HRS170937,Peritumoral,Normal
HRS170938,Patient Solid Tissue,Tumor
HRS170939,Peritumoral,Normal
HRS170940,Patient Solid Tissue,Tumor
HRS170941,Peritumoral,Normal
HRS170942,Patient Solid Tissue,Tumor
HRS170943,Peritumoral,Normal
HRS170944,Patient Solid Tissue,Tumor
HRS170945,Peritumoral,Normal
HRS170946,Patient Solid Tissue,Tumor
HRS170947,Peritumoral,Normal
HRS170948,Patient Solid Tissue,Tumor
HRS170949,Peritumoral,Normal
HRS170950,Patient Solid Tissue,Tumor
HRS170951,Peritumoral,Normal
HRS170952,Patient Solid Tissue,Tumor
HRS170953,Peritumoral,Normal
HRS170954,Patient Solid Tissue,Tumor
HRS170955,Peritumoral,Normal
HRS170956,Patient Solid Tissue,Tumor
HRS170957,Peritumoral,Normal
HRS170958,Patient Solid Tissue,Tumor
HRS170959,Peritumoral,Normal
HRS170960,Patient Solid Tissue,Tumor
HRS170961,Peritumoral,Normal
HRS170962,Patient Solid Tissue,Tumor
HRS170963,Peritumoral,Normal
HRS170964,Patient Solid Tissue,Tumor
HRS170965,Peritumoral,Normal
HRS170966,Patient Solid Tissue,Tumor
HRS170967,Peritumoral,Normal
HRS170968,Patient Solid Tissue,Tumor
HRS170969,Peritumoral,Normal
HRS170970,Patient Solid Tissue,Tumor
HRS170971,Peritumoral,Normal
HRS170972,Patient Solid Tissue,Tumor
HRS170973,Peritumoral,Normal
HRS170974,Patient Solid Tissue,Tumor
HRS170975,Peritumoral,Normal
HRS170976,Patient Solid Tissue,Tumor
HRS170977,Peritumoral,Normal
HRS170978,Patient Solid Tissue,Tumor
HRS170979,Peritumoral,Normal
HRS170980,Patient Solid Tissue,Tumor
HRS170981,Peritumoral,Normal
HRS170982,Patient Solid Tissue,Tumor
HRS170983,Peritumoral,Normal
HRS170984,Patient Solid Tissue,Tumor
HRS170985,Peritumoral,Normal
HRS170986,Patient Solid Tissue,Tumor
HRS170987,Peritumoral,Normal
HRS170988,Patient Solid Tissue,Tumor
HRS170989,Peritumoral,Normal
HRS170990,Patient Solid Tissue,Tumor
HRS170991,Peritumoral,Normal
HRS170992,Patient Solid Tissue,Tumor
HRS170993,Peritumoral,Normal
HRS170994,Patient Solid Tissue,Tumor
HRS170995,Peritumoral,Normal
HRS170996,Patient Solid Tissue,Tumor
HRS170997,Peritumoral,Normal
HRS170998,Patient Solid Tissue,Tumor
HRS170999,Peritumoral,Normal
HRS171000,Patient Solid Tissue,Tumor
HRS171001,Peritumoral,Normal
HRS171002,Patient Solid Tissue,Tumor
HRS171003,Peritumoral,Normal
HRS171004,Patient Solid Tissue,Tumor
HRS171005,Peritumoral,Normal
HRS171006,Patient Solid Tissue,Tumor
HRS171007,Peritumoral,Normal
HRS171008,Patient Solid Tissue,Tumor
HRS171009,Peritumoral,Normal
HRS171010,Patient Solid Tissue,Tumor
HRS171011,Peritumoral,Normal
HRS171012,Patient Solid Tissue,Tumor
HRS171013,Peritumoral,Normal
HRS171014,Patient Solid Tissue,Tumor
HRS171015,Peritumoral,Normal
HRS171016,Patient Solid Tissue,Tumor
HRS171017,Peritumoral,Normal
HRS171018,Patient Solid Tissue,Tumor
HRS171019,Peritumoral,Normal
HRS171020,Patient Solid Tissue,Tumor
HRS171021,Peritumoral,Normal
HRS171022,Patient Solid Tissue,Tumor
HRS171023,Peritumoral,Normal
HRS171024,Patient Solid Tissue,Tumor
HRS171025,Peritumoral,Normal
HRS171026,Patient Solid Tissue,Tumor
HRS171027,Peritumoral,Normal
HRS171028,Patient Solid Tissue,Tumor
HRS171029,Peritumoral,Normal
HRS171030,Patient Solid Tissue,Tumor
HRS171031,Peritumoral,Normal
HRS171032,Patient Solid Tissue,Tumor
HRS171033,Peritumoral,Normal
HRS171034,Patient Solid Tissue,Tumor
HRS171035,Peritumoral,Normal
HRS171036,Patient Solid Tissue,Tumor
HRS171037,Peritumoral,Normal
HRS171038,Patient Solid Tissue,Tumor
HRS171039,Peritumoral,Normal
HRS171040,Patient Solid Tissue,Tumor
HRS171041,Peritumoral,Normal
HRS171042,Patient Solid Tissue,Tumor
HRS171043,Peritumoral,Normal
HRS171044,Patient Solid Tissue,Tumor
HRS171045,Peritumoral,Normal
HRS171046,Patient Solid Tissue,Tumor
HRS171047,Peritumoral,Normal
HRS171048,Patient Solid Tissue,Tumor
HRS171049,Peritumoral,Normal
HRS171050,Patient Solid Tissue,Tumor
HRS171051,Peritumoral,Normal
HRS171052,Patient Solid Tissue,Tumor
HRS171053,Peritumoral,Normal
HRS171054,Patient Solid Tissue,Tumor
HRS171055,Peritumoral,Normal
HRS171056,Patient Solid Tissue,Tumor
HRS171057,Peritumoral,Normal
HRS171058,Patient Solid Tissue,Tumor
HRS171059,Peritumoral,Normal
HRS171060,Patient Solid Tissue,Tumor
HRS171061,Peritumoral,Normal
HRS171062,Patient Solid Tissue,Tumor
HRS171063,Peritumoral,Normal
HRS171064,Patient Solid Tissue,Tumor
HRS171065,Peritumoral,Normal
HRS171066,Patient Solid Tissue,Tumor
HRS171067,Peritumoral,Normal
HRS171068,Patient Solid Tissue,Tumor
HRS171069,Peritumoral,Normal
HRS171070,Patient Solid Tissue,Tumor
HRS171071,Peritumoral,Normal
HRS171072,Patient Solid Tissue,Tumor
HRS171073,Peritumoral,Normal
HRS171074,Patient Solid Tissue,Tumor
HRS171075,Peritumoral,Normal
HRS171076,Patient Solid Tissue,Tumor
HRS171077,Peritumoral,Normal
HRS171078,Patient Solid Tissue,Tumor
HRS171079,Peritumoral,Normal
HRS171080,Patient Solid Tissue,Tumor
HRS171081,Peritumoral,Normal
HRS171082,Patient Solid Tissue,Tumor
HRS171083,Peritumoral,Normal
HRS171084,Patient Solid Tissue,Tumor
HRS171085,Peritumoral,Normal
HRS171086,Patient Solid Tissue,Tumor
HRS171087,Peritumoral,Normal
HRS171088,Patient Solid Tissue,Tumor
HRS171089,Peritumoral,Normal
HRS171090,Patient Solid Tissue,Tumor
HRS171091,Peritumoral,Normal
HRS171092,Patient Solid Tissue,Tumor
HRS171093,Peritumoral,Normal
HRS171094,Patient Solid Tissue,Tumor
HRS171095,Peritumoral,Normal
HRS171096,Patient Solid Tissue,Tumor
HRS171097,Peritumoral,Normal
HRS171098,Patient Solid Tissue,Tumor
HRS171099,Peritumoral,Normal
HRS171100,Patient Solid Tissue,Tumor
HRS171101,Peritumoral,Normal
HRS171102,Patient Solid Tissue,Tumor
HRS171103,Peritumoral,Normal
HRS171104,Patient Solid Tissue,Tumor
HRS171105,Peritumoral,Normal
HRS171106,Patient Solid Tissue,Tumor
HRS171107,Peritumoral,Normal
HRS171108,Patient Solid Tissue,Tumor
HRS171109,Peritumoral,Normal
HRS171110,Patient Solid Tissue,Tumor
HRS171111,Peritumoral,Normal
HRS171112,Patient Solid Tissue,Tumor
HRS171113,Peritumoral,Normal
HRS171114,Patient Solid Tissue,Tumor
HRS171115,Peritumoral,Normal
HRS171116,Patient Solid Tissue,Tumor
