files,modal
HRR573168_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573168/HRR573168_f1.fq.gz,WES
HRR573168_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573168/HRR573168_r2.fq.gz,WES
HRR573170_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573170/HRR573170_f1.fq.gz,WES
HRR573170_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573170/HRR573170_r2.fq.gz,WES
HRR573172_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573172/HRR573172_f1.fq.gz,WES
HRR573172_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573172/HRR573172_r2.fq.gz,WES
HRR573174_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573174/HRR573174_f1.fq.gz,WES
HRR573174_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573174/HRR573174_r2.fq.gz,WES
HRR573176_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573176/HRR573176_f1.fq.gz,WES
HRR573176_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573176/HRR573176_r2.fq.gz,WES
HRR573178_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573178/HRR573178_f1.fq.gz,WES
HRR573178_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573178/HRR573178_r2.fq.gz,WES
HRR573180_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573180/HRR573180_f1.fq.gz,WES
HRR573180_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573180/HRR573180_r2.fq.gz,WES
HRR573182_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573182/HRR573182_f1.fq.gz,WES
HRR573182_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573182/HRR573182_r2.fq.gz,WES
HRR573184_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573184/HRR573184_f1.fq.gz,WES
HRR573184_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573184/HRR573184_r2.fq.gz,WES
HRR573186_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573186/HRR573186_f1.fq.gz,WES
HRR573186_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573186/HRR573186_r2.fq.gz,WES
HRR573188_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573188/HRR573188_f1.fq.gz,WES
HRR573188_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573188/HRR573188_r2.fq.gz,WES
HRR573190_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573190/HRR573190_f1.fq.gz,WES
HRR573190_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573190/HRR573190_r2.fq.gz,WES
HRR573192_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573192/HRR573192_f1.fq.gz,WES
HRR573192_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573192/HRR573192_r2.fq.gz,WES
HRR573194_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573194/HRR573194_f1.fq.gz,WES
HRR573194_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573194/HRR573194_r2.fq.gz,WES
HRR573196_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573196/HRR573196_f1.fq.gz,WES
HRR573196_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573196/HRR573196_r2.fq.gz,WES
HRR573198_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573198/HRR573198_f1.fq.gz,WES
HRR573198_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573198/HRR573198_r2.fq.gz,WES
HRR573200_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573200/HRR573200_f1.fq.gz,WES
HRR573200_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573200/HRR573200_r2.fq.gz,WES
HRR573202_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573202/HRR573202_f1.fq.gz,WES
HRR573202_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573202/HRR573202_r2.fq.gz,WES
HRR573204_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573204/HRR573204_f1.fq.gz,WES
HRR573204_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573204/HRR573204_r2.fq.gz,WES
HRR573206_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573206/HRR573206_f1.fq.gz,WES
HRR573206_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573206/HRR573206_r2.fq.gz,WES
HRR573208_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573208/HRR573208_f1.fq.gz,WES
HRR573208_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573208/HRR573208_r2.fq.gz,WES
HRR573210_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573210/HRR573210_f1.fq.gz,WES
HRR573210_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573210/HRR573210_r2.fq.gz,WES
HRR573212_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573212/HRR573212_f1.fq.gz,WES
HRR573212_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573212/HRR573212_r2.fq.gz,WES
HRR573214_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573214/HRR573214_f1.fq.gz,WES
HRR573214_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573214/HRR573214_r2.fq.gz,WES
HRR573216_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573216/HRR573216_f1.fq.gz,WES
HRR573216_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573216/HRR573216_r2.fq.gz,WES
HRR573218_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573218/HRR573218_f1.fq.gz,WES
HRR573218_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573218/HRR573218_r2.fq.gz,WES
HRR573220_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573220/HRR573220_f1.fq.gz,WES
HRR573220_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573220/HRR573220_r2.fq.gz,WES
HRR573222_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573222/HRR573222_f1.fq.gz,WES
HRR573222_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573222/HRR573222_r2.fq.gz,WES
HRR573224_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573224/HRR573224_f1.fq.gz,WES
HRR573224_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573224/HRR573224_r2.fq.gz,WES
HRR573226_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573226/HRR573226_f1.fq.gz,WES
HRR573226_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573226/HRR573226_r2.fq.gz,WES
HRR573228_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573228/HRR573228_f1.fq.gz,WES
HRR573228_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573228/HRR573228_r2.fq.gz,WES
HRR573230_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573230/HRR573230_f1.fq.gz,WES
HRR573230_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573230/HRR573230_r2.fq.gz,WES
HRR573232_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573232/HRR573232_f1.fq.gz,WES
HRR573232_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573232/HRR573232_r2.fq.gz,WES
HRR573234_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573234/HRR573234_f1.fq.gz,WES
HRR573234_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573234/HRR573234_r2.fq.gz,WES
HRR573236_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573236/HRR573236_f1.fq.gz,WES
HRR573236_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573236/HRR573236_r2.fq.gz,WES
HRR573238_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573238/HRR573238_f1.fq.gz,WES
HRR573238_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573238/HRR573238_r2.fq.gz,WES
HRR573241_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573241/HRR573241_f1.fq.gz,WES
HRR573241_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573241/HRR573241_r2.fq.gz,WES
HRR573244_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573244/HRR573244_f1.fq.gz,WES
HRR573244_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573244/HRR573244_r2.fq.gz,WES
HRR573247_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573247/HRR573247_f1.fq.gz,WES
HRR573247_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573247/HRR573247_r2.fq.gz,WES
HRR573249_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573249/HRR573249_f1.fq.gz,WES
HRR573249_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573249/HRR573249_r2.fq.gz,WES
HRR573252_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573252/HRR573252_f1.fq.gz,WES
HRR573252_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573252/HRR573252_r2.fq.gz,WES
HRR573255_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573255/HRR573255_f1.fq.gz,WES
HRR573255_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573255/HRR573255_r2.fq.gz,WES
HRR573258_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573258/HRR573258_f1.fq.gz,WES
HRR573258_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573258/HRR573258_r2.fq.gz,WES
HRR573261_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573261/HRR573261_f1.fq.gz,WES
HRR573261_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573261/HRR573261_r2.fq.gz,WES
HRR573264_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573264/HRR573264_f1.fq.gz,WES
HRR573264_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573264/HRR573264_r2.fq.gz,WES
HRR573267_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573267/HRR573267_f1.fq.gz,WES
HRR573267_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573267/HRR573267_r2.fq.gz,WES
HRR573270_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573270/HRR573270_f1.fq.gz,WES
HRR573270_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573270/HRR573270_r2.fq.gz,WES
HRR573094_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573094/HRR573094_f1.fq.gz,WES
HRR573094_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573094/HRR573094_r2.fq.gz,WES
HRR573095_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573095/HRR573095_f1.fq.gz,WES
HRR573095_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573095/HRR573095_r2.fq.gz,WES
HRR573097_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573097/HRR573097_f1.fq.gz,WES
HRR573097_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573097/HRR573097_r2.fq.gz,WES
HRR573099_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573099/HRR573099_f1.fq.gz,WES
HRR573099_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573099/HRR573099_r2.fq.gz,WES
HRR573101_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573101/HRR573101_f1.fq.gz,WES
HRR573101_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573101/HRR573101_r2.fq.gz,WES
HRR573103_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573103/HRR573103_f1.fq.gz,WES
HRR573103_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573103/HRR573103_r2.fq.gz,WES
HRR573105_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573105/HRR573105_f1.fq.gz,WES
HRR573105_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573105/HRR573105_r2.fq.gz,WES
HRR573107_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573107/HRR573107_f1.fq.gz,WES
HRR573107_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573107/HRR573107_r2.fq.gz,WES
HRR573109_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573109/HRR573109_f1.fq.gz,WES
HRR573109_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573109/HRR573109_r2.fq.gz,WES
HRR573111_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573111/HRR573111_f1.fq.gz,WES
HRR573111_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573111/HRR573111_r2.fq.gz,WES
HRR573113_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573113/HRR573113_f1.fq.gz,WES
HRR573113_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573113/HRR573113_r2.fq.gz,WES
HRR573115_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573115/HRR573115_f1.fq.gz,WES
HRR573115_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573115/HRR573115_r2.fq.gz,WES
HRR573117_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573117/HRR573117_f1.fq.gz,WES
HRR573117_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573117/HRR573117_r2.fq.gz,WES
HRR573119_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573119/HRR573119_f1.fq.gz,WES
HRR573119_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573119/HRR573119_r2.fq.gz,WES
HRR573121_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573121/HRR573121_f1.fq.gz,WES
HRR573121_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573121/HRR573121_r2.fq.gz,WES
HRR573123_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573123/HRR573123_f1.fq.gz,WES
HRR573123_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573123/HRR573123_r2.fq.gz,WES
HRR573125_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573125/HRR573125_f1.fq.gz,WES
HRR573125_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573125/HRR573125_r2.fq.gz,WES
HRR573127_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573127/HRR573127_f1.fq.gz,WES
HRR573127_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573127/HRR573127_r2.fq.gz,WES
HRR573129_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573129/HRR573129_f1.fq.gz,WES
HRR573129_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573129/HRR573129_r2.fq.gz,WES
HRR573131_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573131/HRR573131_f1.fq.gz,WES
HRR573131_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573131/HRR573131_r2.fq.gz,WES
HRR573133_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573133/HRR573133_f1.fq.gz,WES
HRR573133_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573133/HRR573133_r2.fq.gz,WES
HRR573135_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573135/HRR573135_f1.fq.gz,WES
HRR573135_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573135/HRR573135_r2.fq.gz,WES
HRR573137_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573137/HRR573137_f1.fq.gz,WES
HRR573137_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573137/HRR573137_r2.fq.gz,WES
HRR573139_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573139/HRR573139_f1.fq.gz,WES
HRR573139_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573139/HRR573139_r2.fq.gz,WES
HRR573141_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573141/HRR573141_f1.fq.gz,WES
HRR573141_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573141/HRR573141_r2.fq.gz,WES
HRR573143_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573143/HRR573143_f1.fq.gz,WES
HRR573143_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573143/HRR573143_r2.fq.gz,WES
HRR573145_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573145/HRR573145_f1.fq.gz,WES
HRR573145_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573145/HRR573145_r2.fq.gz,WES
HRR573147_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573147/HRR573147_f1.fq.gz,WES
HRR573147_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573147/HRR573147_r2.fq.gz,WES
HRR573149_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573149/HRR573149_f1.fq.gz,WES
HRR573149_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573149/HRR573149_r2.fq.gz,WES
HRR573151_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573151/HRR573151_f1.fq.gz,WES
HRR573151_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573151/HRR573151_r2.fq.gz,WES
HRR573153_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573153/HRR573153_f1.fq.gz,WES
HRR573153_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573153/HRR573153_r2.fq.gz,WES
HRR573155_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573155/HRR573155_f1.fq.gz,WES
HRR573155_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573155/HRR573155_r2.fq.gz,WES
HRR573157_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573157/HRR573157_f1.fq.gz,WES
HRR573157_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573157/HRR573157_r2.fq.gz,WES
HRR573159_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573159/HRR573159_f1.fq.gz,WES
HRR573159_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573159/HRR573159_r2.fq.gz,WES
HRR573161_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573161/HRR573161_f1.fq.gz,WES
HRR573161_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573161/HRR573161_r2.fq.gz,WES
HRR573163_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573163/HRR573163_f1.fq.gz,WES
HRR573163_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573163/HRR573163_r2.fq.gz,WES
HRR573165_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573165/HRR573165_f1.fq.gz,WES
HRR573165_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573165/HRR573165_r2.fq.gz,WES
HRR573167_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573167/HRR573167_f1.fq.gz,WES
HRR573167_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573167/HRR573167_r2.fq.gz,WES
HRR573169_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573169/HRR573169_f1.fq.gz,WES
HRR573169_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573169/HRR573169_r2.fq.gz,WES
HRR573171_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573171/HRR573171_f1.fq.gz,WES
HRR573171_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573171/HRR573171_r2.fq.gz,WES
HRR573173_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573173/HRR573173_f1.fq.gz,WES
HRR573173_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573173/HRR573173_r2.fq.gz,WES
HRR573175_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573175/HRR573175_f1.fq.gz,WES
HRR573175_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573175/HRR573175_r2.fq.gz,WES
HRR573177_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573177/HRR573177_f1.fq.gz,WES
HRR573177_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573177/HRR573177_r2.fq.gz,WES
HRR573179_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573179/HRR573179_f1.fq.gz,WES
HRR573179_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573179/HRR573179_r2.fq.gz,WES
HRR573181_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573181/HRR573181_f1.fq.gz,WES
HRR573181_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573181/HRR573181_r2.fq.gz,WES
HRR573183_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573183/HRR573183_f1.fq.gz,WES
HRR573183_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573183/HRR573183_r2.fq.gz,WES
HRR573185_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573185/HRR573185_f1.fq.gz,WES
HRR573185_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573185/HRR573185_r2.fq.gz,WES
HRR573187_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573187/HRR573187_f1.fq.gz,WES
HRR573187_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573187/HRR573187_r2.fq.gz,WES
HRR573189_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573189/HRR573189_f1.fq.gz,WES
HRR573189_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573189/HRR573189_r2.fq.gz,WES
HRR573191_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573191/HRR573191_f1.fq.gz,WES
HRR573191_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573191/HRR573191_r2.fq.gz,WES
HRR573193_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573193/HRR573193_f1.fq.gz,WES
HRR573193_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573193/HRR573193_r2.fq.gz,WES
HRR573195_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573195/HRR573195_f1.fq.gz,WES
HRR573195_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573195/HRR573195_r2.fq.gz,WES
HRR573197_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573197/HRR573197_f1.fq.gz,WES
HRR573197_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573197/HRR573197_r2.fq.gz,WES
HRR573199_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573199/HRR573199_f1.fq.gz,WES
HRR573199_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573199/HRR573199_r2.fq.gz,WES
HRR573201_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573201/HRR573201_f1.fq.gz,WES
HRR573201_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573201/HRR573201_r2.fq.gz,WES
HRR573203_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573203/HRR573203_f1.fq.gz,WES
HRR573203_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573203/HRR573203_r2.fq.gz,WES
HRR573205_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573205/HRR573205_f1.fq.gz,WES
HRR573205_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573205/HRR573205_r2.fq.gz,WES
HRR573207_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573207/HRR573207_f1.fq.gz,WES
HRR573207_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573207/HRR573207_r2.fq.gz,WES
HRR573209_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573209/HRR573209_f1.fq.gz,WES
HRR573209_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573209/HRR573209_r2.fq.gz,WES
HRR573211_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573211/HRR573211_f1.fq.gz,WES
HRR573211_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573211/HRR573211_r2.fq.gz,WES
HRR573213_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573213/HRR573213_f1.fq.gz,WES
HRR573213_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573213/HRR573213_r2.fq.gz,WES
HRR573215_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573215/HRR573215_f1.fq.gz,WES
HRR573215_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573215/HRR573215_r2.fq.gz,WES
HRR573217_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573217/HRR573217_f1.fq.gz,WES
HRR573217_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573217/HRR573217_r2.fq.gz,WES
HRR573219_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573219/HRR573219_f1.fq.gz,WES
HRR573219_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573219/HRR573219_r2.fq.gz,WES
HRR573221_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573221/HRR573221_f1.fq.gz,WES
HRR573221_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573221/HRR573221_r2.fq.gz,WES
HRR573223_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001749/HRR573223/HRR573223_f1.fq.gz,WES
