files,study_accession
HRR366043_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366043/HRR366043_f1.fastq.gz,HRA001272
HRR366043_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366043/HRR366043_r2.fastq.gz,HRA001272
HRR366044_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366044/HRR366044_f1.fastq.gz,HRA001272
HRR366044_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366044/HRR366044_r2.fastq.gz,HRA001272
HRR366045_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366045/HRR366045_f1.fastq.gz,HRA001272
HRR366045_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366045/HRR366045_r2.fastq.gz,HRA001272
HRR366046_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366046/HRR366046_f1.fastq.gz,HRA001272
HRR366046_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366046/HRR366046_r2.fastq.gz,HRA001272
HRR366047_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366047/HRR366047_f1.fq.gz,HRA001272
HRR366047_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366047/HRR366047_r2.fq.gz,HRA001272
HRR366048_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366048/HRR366048_f1.fastq.gz,HRA001272
HRR366048_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366048/HRR366048_r2.fastq.gz,HRA001272
HRR366049_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366049/HRR366049_f1.fastq.gz,HRA001272
HRR366049_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366049/HRR366049_r2.fastq.gz,HRA001272
HRR366050_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366050/HRR366050_f1.fastq.gz,HRA001272
HRR366050_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366050/HRR366050_r2.fastq.gz,HRA001272
HRR366051_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366051/HRR366051_f1.fq.gz,HRA001272
HRR366051_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366051/HRR366051_r2.fq.gz,HRA001272
HRR366052_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366052/HRR366052_f1.fastq.gz,HRA001272
HRR366052_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366052/HRR366052_r2.fastq.gz,HRA001272
HRR366053_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366053/HRR366053_f1.fq.gz,HRA001272
HRR366053_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366053/HRR366053_r2.fq.gz,HRA001272
HRR366055_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366055/HRR366055_f1.fastq.gz,HRA001272
HRR366055_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366055/HRR366055_r2.fastq.gz,HRA001272
HRR366054_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366054/HRR366054_f1.fq.gz,HRA001272
HRR366054_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366054/HRR366054_r2.fq.gz,HRA001272
HRR366056_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366056/HRR366056_f1.fastq.gz,HRA001272
HRR366056_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366056/HRR366056_r2.fastq.gz,HRA001272
HRR366786_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366786/HRR366786_f1.fq.gz,HRA001272
HRR366786_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366786/HRR366786_r2.fq.gz,HRA001272
HRR366058_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366058/HRR366058_f1.fastq.gz,HRA001272
HRR366058_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366058/HRR366058_r2.fastq.gz,HRA001272
HRR366057_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366057/HRR366057_f1.fq.gz,HRA001272
HRR366057_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366057/HRR366057_r2.fq.gz,HRA001272
HRR366059_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366059/HRR366059_f1.fastq.gz,HRA001272
HRR366059_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366059/HRR366059_r2.fastq.gz,HRA001272
HRR366060_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366060/HRR366060_f1.fq.gz,HRA001272
HRR366060_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366060/HRR366060_r2.fq.gz,HRA001272
HRR366061_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366061/HRR366061_f1.fastq.gz,HRA001272
HRR366061_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366061/HRR366061_r2.fastq.gz,HRA001272
HRR366062_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366062/HRR366062_f1.fastq.gz,HRA001272
HRR366062_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366062/HRR366062_r2.fastq.gz,HRA001272
HRR366063_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366063/HRR366063_f1.fastq.gz,HRA001272
HRR366063_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366063/HRR366063_r2.fastq.gz,HRA001272
HRR366064_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366064/HRR366064_f1.fastq.gz,HRA001272
HRR366064_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366064/HRR366064_r2.fastq.gz,HRA001272
HRR366787_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366787/HRR366787_f1.fq.gz,HRA001272
HRR366787_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366787/HRR366787_r2.fq.gz,HRA001272
HRR366065_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366065/HRR366065_f1.fastq.gz,HRA001272
HRR366065_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366065/HRR366065_r2.fastq.gz,HRA001272
HRR366788_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366788/HRR366788_f1.fq.gz,HRA001272
HRR366788_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366788/HRR366788_r2.fq.gz,HRA001272
HRR366066_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366066/HRR366066_f1.fastq.gz,HRA001272
HRR366066_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366066/HRR366066_r2.fastq.gz,HRA001272
HRR366067_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366067/HRR366067_f1.fq.gz,HRA001272
HRR366067_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366067/HRR366067_r2.fq.gz,HRA001272
HRR366068_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366068/HRR366068_f1.fastq.gz,HRA001272
HRR366068_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366068/HRR366068_r2.fastq.gz,HRA001272
HRR366069_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366069/HRR366069_f1.fastq.gz,HRA001272
HRR366069_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366069/HRR366069_r2.fastq.gz,HRA001272
HRR366070_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366070/HRR366070_f1.fastq.gz,HRA001272
HRR366070_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366070/HRR366070_r2.fastq.gz,HRA001272
HRR366071_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366071/HRR366071_f1.fastq.gz,HRA001272
HRR366071_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366071/HRR366071_r2.fastq.gz,HRA001272
HRR366072_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366072/HRR366072_f1.fastq.gz,HRA001272
HRR366072_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366072/HRR366072_r2.fastq.gz,HRA001272
HRR366789_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366789/HRR366789_f1.fq.gz,HRA001272
HRR366789_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366789/HRR366789_r2.fq.gz,HRA001272
HRR366074_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366074/HRR366074_f1.fastq.gz,HRA001272
HRR366074_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366074/HRR366074_r2.fastq.gz,HRA001272
HRR366073_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366073/HRR366073_f1.fq.gz,HRA001272
HRR366073_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366073/HRR366073_r2.fq.gz,HRA001272
HRR366075_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366075/HRR366075_f1.fastq.gz,HRA001272
HRR366075_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366075/HRR366075_r2.fastq.gz,HRA001272
HRR366076_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366076/HRR366076_f1.fq.gz,HRA001272
HRR366076_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366076/HRR366076_r2.fq.gz,HRA001272
HRR366077_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366077/HRR366077_f1.fastq.gz,HRA001272
HRR366077_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366077/HRR366077_r2.fastq.gz,HRA001272
HRR366790_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366790/HRR366790_f1.fq.gz,HRA001272
HRR366790_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366790/HRR366790_r2.fq.gz,HRA001272
HRR366079_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366079/HRR366079_f1.fastq.gz,HRA001272
HRR366079_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366079/HRR366079_r2.fastq.gz,HRA001272
HRR366078_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366078/HRR366078_f1.fq.gz,HRA001272
HRR366078_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366078/HRR366078_r2.fq.gz,HRA001272
HRR366081_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366081/HRR366081_f1.fastq.gz,HRA001272
HRR366081_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366081/HRR366081_r2.fastq.gz,HRA001272
HRR366080_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366080/HRR366080_f1.fq.gz,HRA001272
HRR366080_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366080/HRR366080_r2.fq.gz,HRA001272
HRR366083_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366083/HRR366083_f1.fastq.gz,HRA001272
HRR366083_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366083/HRR366083_r2.fastq.gz,HRA001272
HRR366082_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366082/HRR366082_f1.fq.gz,HRA001272
HRR366082_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366082/HRR366082_r2.fq.gz,HRA001272
HRR366084_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366084/HRR366084_f1.fastq.gz,HRA001272
HRR366084_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366084/HRR366084_r2.fastq.gz,HRA001272
HRR366086_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366086/HRR366086_f1.fastq.gz,HRA001272
HRR366086_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366086/HRR366086_r2.fastq.gz,HRA001272
HRR366085_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366085/HRR366085_f1.fq.gz,HRA001272
HRR366085_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366085/HRR366085_r2.fq.gz,HRA001272
HRR366088_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366088/HRR366088_f1.fastq.gz,HRA001272
HRR366088_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366088/HRR366088_r2.fastq.gz,HRA001272
HRR366087_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366087/HRR366087_f1.fq.gz,HRA001272
HRR366087_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366087/HRR366087_r2.fq.gz,HRA001272
HRR366089_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366089/HRR366089_f1.fastq.gz,HRA001272
HRR366089_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366089/HRR366089_r2.fastq.gz,HRA001272
HRR366090_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366090/HRR366090_f1.fastq.gz,HRA001272
HRR366090_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366090/HRR366090_r2.fastq.gz,HRA001272
HRR366791_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366791/HRR366791_f1.fq.gz,HRA001272
HRR366791_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366791/HRR366791_r2.fq.gz,HRA001272
HRR366092_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366092/HRR366092_f1.fastq.gz,HRA001272
HRR366092_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366092/HRR366092_r2.fastq.gz,HRA001272
HRR366091_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366091/HRR366091_f1.fq.gz,HRA001272
HRR366091_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366091/HRR366091_r2.fq.gz,HRA001272
HRR366093_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366093/HRR366093_f1.fastq.gz,HRA001272
HRR366093_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366093/HRR366093_r2.fastq.gz,HRA001272
HRR366792_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366792/HRR366792_f1.fq.gz,HRA001272
HRR366792_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366792/HRR366792_r2.fq.gz,HRA001272
HRR366094_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366094/HRR366094_f1.fastq.gz,HRA001272
HRR366094_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366094/HRR366094_r2.fastq.gz,HRA001272
HRR366095_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366095/HRR366095_f1.fq.gz,HRA001272
HRR366095_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366095/HRR366095_r2.fq.gz,HRA001272
HRR366096_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366096/HRR366096_f1.fastq.gz,HRA001272
HRR366096_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366096/HRR366096_r2.fastq.gz,HRA001272
HRR366097_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366097/HRR366097_f1.fq.gz,HRA001272
HRR366097_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366097/HRR366097_r2.fq.gz,HRA001272
HRR366099_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366099/HRR366099_f1.fastq.gz,HRA001272
HRR366099_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366099/HRR366099_r2.fastq.gz,HRA001272
HRR366098_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366098/HRR366098_f1.fq.gz,HRA001272
HRR366098_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366098/HRR366098_r2.fq.gz,HRA001272
HRR366100_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366100/HRR366100_f1.fastq.gz,HRA001272
HRR366100_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366100/HRR366100_r2.fastq.gz,HRA001272
HRR366793_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366793/HRR366793_f1.fq.gz,HRA001272
HRR366793_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366793/HRR366793_r2.fq.gz,HRA001272
HRR366101_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366101/HRR366101_f1.fastq.gz,HRA001272
HRR366101_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366101/HRR366101_r2.fastq.gz,HRA001272
HRR366103_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366103/HRR366103_f1.fastq.gz,HRA001272
HRR366103_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366103/HRR366103_r2.fastq.gz,HRA001272
HRR366102_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366102/HRR366102_f1.fq.gz,HRA001272
HRR366102_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366102/HRR366102_r2.fq.gz,HRA001272
HRR366105_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366105/HRR366105_f1.fastq.gz,HRA001272
HRR366105_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366105/HRR366105_r2.fastq.gz,HRA001272
HRR366104_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366104/HRR366104_f1.fq.gz,HRA001272
HRR366104_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366104/HRR366104_r2.fq.gz,HRA001272
HRR366106_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366106/HRR366106_f1.fastq.gz,HRA001272
HRR366106_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366106/HRR366106_r2.fastq.gz,HRA001272
HRR366107_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366107/HRR366107_f1.fq.gz,HRA001272
HRR366107_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366107/HRR366107_r2.fq.gz,HRA001272
HRR366109_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366109/HRR366109_f1.fastq.gz,HRA001272
HRR366109_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366109/HRR366109_r2.fastq.gz,HRA001272
HRR366108_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366108/HRR366108_f1.fq.gz,HRA001272
HRR366108_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366108/HRR366108_r2.fq.gz,HRA001272
HRR366110_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366110/HRR366110_f1.fq.gz,HRA001272
HRR366110_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366110/HRR366110_r2.fq.gz,HRA001272
HRR366111_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366111/HRR366111_f1.fastq.gz,HRA001272
HRR366111_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366111/HRR366111_r2.fastq.gz,HRA001272
HRR366113_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366113/HRR366113_f1.fastq.gz,HRA001272
HRR366113_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366113/HRR366113_r2.fastq.gz,HRA001272
HRR366112_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366112/HRR366112_f1.fq.gz,HRA001272
HRR366112_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366112/HRR366112_r2.fq.gz,HRA001272
HRR366170_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366170/HRR366170_f1.fastq.gz,HRA001272
HRR366170_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366170/HRR366170_r2.fastq.gz,HRA001272
HRR366171_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366171/HRR366171_f1.fastq.gz,HRA001272
HRR366171_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366171/HRR366171_r2.fastq.gz,HRA001272
HRR366172_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366172/HRR366172_f1.fq.gz,HRA001272
HRR366172_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366172/HRR366172_r2.fq.gz,HRA001272
HRR366189_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366189/HRR366189_f1.fastq.gz,HRA001272
HRR366189_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366189/HRR366189_r2.fastq.gz,HRA001272
HRR366191_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366191/HRR366191_f1.fastq.gz,HRA001272
HRR366191_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366191/HRR366191_r2.fastq.gz,HRA001272
HRR366190_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366190/HRR366190_f1.fq.gz,HRA001272
HRR366190_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366190/HRR366190_r2.fq.gz,HRA001272
HRR366192_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366192/HRR366192_f1.fastq.gz,HRA001272
HRR366192_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366192/HRR366192_r2.fastq.gz,HRA001272
HRR366194_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366194/HRR366194_f1.fastq.gz,HRA001272
HRR366194_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366194/HRR366194_r2.fastq.gz,HRA001272
HRR366193_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366193/HRR366193_f1.fq.gz,HRA001272
HRR366193_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366193/HRR366193_r2.fq.gz,HRA001272
HRR366195_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366195/HRR366195_f1.fastq.gz,HRA001272
HRR366195_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366195/HRR366195_r2.fastq.gz,HRA001272
HRR366196_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366196/HRR366196_f1.fastq.gz,HRA001272
HRR366196_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366196/HRR366196_r2.fastq.gz,HRA001272
HRR366197_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366197/HRR366197_f1.fq.gz,HRA001272
HRR366197_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366197/HRR366197_r2.fq.gz,HRA001272
HRR366198_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366198/HRR366198_f1.fastq.gz,HRA001272
HRR366198_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366198/HRR366198_r2.fastq.gz,HRA001272
HRR366200_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366200/HRR366200_f1.fastq.gz,HRA001272
HRR366200_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366200/HRR366200_r2.fastq.gz,HRA001272
HRR366199_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366199/HRR366199_f1.fq.gz,HRA001272
HRR366199_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366199/HRR366199_r2.fq.gz,HRA001272
HRR366201_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366201/HRR366201_f1.fastq.gz,HRA001272
HRR366201_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366201/HRR366201_r2.fastq.gz,HRA001272
HRR366203_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366203/HRR366203_f1.fastq.gz,HRA001272
HRR366203_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366203/HRR366203_r2.fastq.gz,HRA001272
HRR366202_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366202/HRR366202_f1.fq.gz,HRA001272
HRR366202_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366202/HRR366202_r2.fq.gz,HRA001272
HRR366204_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366204/HRR366204_f1.fastq.gz,HRA001272
HRR366204_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366204/HRR366204_r2.fastq.gz,HRA001272
HRR366205_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366205/HRR366205_f1.fastq.gz,HRA001272
HRR366205_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366205/HRR366205_r2.fastq.gz,HRA001272
