study_accession,t2_id,files,file_type,format,size,data_level,size_bytes,file_path,strategy,run_accession,semantic_format,sample_accession,individual_accession
HRA000021,HRR067914.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067914.BQSR.bam,HRR067914.BQSR.bam,BAM-files,BQSR.bam,157.42 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067914.BQSR.bam,WES,HRR067914,DNA_ALIGNMENT_BQSR_BAM,HRS040359,HRI035569
HRA000021,HRR067915.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067915.BQSR.bam,HRR067915.BQSR.bam,BAM-files,BQSR.bam,56.73 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067915.BQSR.bam,WES,HRR067915,DNA_ALIGNMENT_BQSR_BAM,HRS040360,HRI035570
HRA000021,HRR067916.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067916.BQSR.bam,HRR067916.BQSR.bam,BAM-files,BQSR.bam,127.84 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067916.BQSR.bam,WES,HRR067916,DNA_ALIGNMENT_BQSR_BAM,HRS040361,HRI035570
HRA000021,HRR067917.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067917.BQSR.bam,HRR067917.BQSR.bam,BAM-files,BQSR.bam,58.54 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067917.BQSR.bam,WES,HRR067917,DNA_ALIGNMENT_BQSR_BAM,HRS040362,HRI035571
HRA000021,HRR067918.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067918.BQSR.bam,HRR067918.BQSR.bam,BAM-files,BQSR.bam,138.69 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067918.BQSR.bam,WES,HRR067918,DNA_ALIGNMENT_BQSR_BAM,HRS040363,HRI035571
HRA000021,HRR067919.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067919.BQSR.bam,HRR067919.BQSR.bam,BAM-files,BQSR.bam,68.62 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067919.BQSR.bam,WES,HRR067919,DNA_ALIGNMENT_BQSR_BAM,HRS040364,HRI035572
HRA000021,HRR067920.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067920.BQSR.bam,HRR067920.BQSR.bam,BAM-files,BQSR.bam,152.92 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067920.BQSR.bam,WES,HRR067920,DNA_ALIGNMENT_BQSR_BAM,HRS040365,HRI035572
HRA000021,HRR067921.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067921.BQSR.bam,HRR067921.BQSR.bam,BAM-files,BQSR.bam,58.52 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067921.BQSR.bam,WES,HRR067921,DNA_ALIGNMENT_BQSR_BAM,HRS040366,HRI035573
HRA000021,HRR067922.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067922.BQSR.bam,HRR067922.BQSR.bam,BAM-files,BQSR.bam,160.02 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067922.BQSR.bam,WES,HRR067922,DNA_ALIGNMENT_BQSR_BAM,HRS040367,HRI035573
HRA000021,HRR067923.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067923.BQSR.bam,HRR067923.BQSR.bam,BAM-files,BQSR.bam,82.47 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067923.BQSR.bam,WES,HRR067923,DNA_ALIGNMENT_BQSR_BAM,HRS040368,HRI035574
HRA000021,HRR067924.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067924.BQSR.bam,HRR067924.BQSR.bam,BAM-files,BQSR.bam,165.77 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067924.BQSR.bam,WES,HRR067924,DNA_ALIGNMENT_BQSR_BAM,HRS040369,HRI035574
HRA000021,HRR067925.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067925.BQSR.bam,HRR067925.BQSR.bam,BAM-files,BQSR.bam,55.37 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067925.BQSR.bam,WES,HRR067925,DNA_ALIGNMENT_BQSR_BAM,HRS040370,HRI035575
HRA000021,HRR067926.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067926.BQSR.bam,HRR067926.BQSR.bam,BAM-files,BQSR.bam,137.11 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067926.BQSR.bam,WES,HRR067926,DNA_ALIGNMENT_BQSR_BAM,HRS040371,HRI035575
HRA000021,HRR067927.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067927.BQSR.bam,HRR067927.BQSR.bam,BAM-files,BQSR.bam,50.18 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067927.BQSR.bam,WES,HRR067927,DNA_ALIGNMENT_BQSR_BAM,HRS040372,HRI035576
HRA000021,HRR067928.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067928.BQSR.bam,HRR067928.BQSR.bam,BAM-files,BQSR.bam,170.85 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067928.BQSR.bam,WES,HRR067928,DNA_ALIGNMENT_BQSR_BAM,HRS040373,HRI035576
HRA000021,HRR067929.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067929.BQSR.bam,HRR067929.BQSR.bam,BAM-files,BQSR.bam,59.14 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067929.BQSR.bam,WES,HRR067929,DNA_ALIGNMENT_BQSR_BAM,HRS040374,HRI035577
HRA000021,HRR067930.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067930.BQSR.bam,HRR067930.BQSR.bam,BAM-files,BQSR.bam,142.52 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067930.BQSR.bam,WES,HRR067930,DNA_ALIGNMENT_BQSR_BAM,HRS040375,HRI035577
HRA000021,HRR067931.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067931.BQSR.bam,HRR067931.BQSR.bam,BAM-files,BQSR.bam,50.21 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067931.BQSR.bam,WES,HRR067931,DNA_ALIGNMENT_BQSR_BAM,HRS040376,HRI035578
HRA000021,HRR067932.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067932.BQSR.bam,HRR067932.BQSR.bam,BAM-files,BQSR.bam,153.71 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067932.BQSR.bam,WES,HRR067932,DNA_ALIGNMENT_BQSR_BAM,HRS040377,HRI035578
HRA000021,HRR067933.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067933.BQSR.bam,HRR067933.BQSR.bam,BAM-files,BQSR.bam,72.71 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067933.BQSR.bam,WES,HRR067933,DNA_ALIGNMENT_BQSR_BAM,HRS040378,HRI035579
HRA000021,HRR067934.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067934.BQSR.bam,HRR067934.BQSR.bam,BAM-files,BQSR.bam,126.77 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067934.BQSR.bam,WES,HRR067934,DNA_ALIGNMENT_BQSR_BAM,HRS040379,HRI035579
HRA000021,HRR067935.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067935.BQSR.bam,HRR067935.BQSR.bam,BAM-files,BQSR.bam,69.56 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067935.BQSR.bam,WES,HRR067935,DNA_ALIGNMENT_BQSR_BAM,HRS040380,HRI035580
HRA000021,HRR067936.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067936.BQSR.bam,HRR067936.BQSR.bam,BAM-files,BQSR.bam,153.40 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067936.BQSR.bam,WES,HRR067936,DNA_ALIGNMENT_BQSR_BAM,HRS040381,HRI035580
HRA000021,HRR067937.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067937.BQSR.bam,HRR067937.BQSR.bam,BAM-files,BQSR.bam,64.83 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067937.BQSR.bam,WES,HRR067937,DNA_ALIGNMENT_BQSR_BAM,HRS040382,HRI035581
HRA000021,HRR067938.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067938.BQSR.bam,HRR067938.BQSR.bam,BAM-files,BQSR.bam,139.18 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067938.BQSR.bam,WES,HRR067938,DNA_ALIGNMENT_BQSR_BAM,HRS040383,HRI035581
HRA000021,HRR067939.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067939.BQSR.bam,HRR067939.BQSR.bam,BAM-files,BQSR.bam,50.85 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067939.BQSR.bam,WES,HRR067939,DNA_ALIGNMENT_BQSR_BAM,HRS040384,HRI035582
HRA000021,HRR067940.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067940.BQSR.bam,HRR067940.BQSR.bam,BAM-files,BQSR.bam,165.07 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067940.BQSR.bam,WES,HRR067940,DNA_ALIGNMENT_BQSR_BAM,HRS040385,HRI035582
HRA000021,HRR067941.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067941.BQSR.bam,HRR067941.BQSR.bam,BAM-files,BQSR.bam,62.48 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067941.BQSR.bam,WES,HRR067941,DNA_ALIGNMENT_BQSR_BAM,HRS040386,HRI035583
HRA000021,HRR067942.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067942.BQSR.bam,HRR067942.BQSR.bam,BAM-files,BQSR.bam,171.37 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067942.BQSR.bam,WES,HRR067942,DNA_ALIGNMENT_BQSR_BAM,HRS040387,HRI035583
HRA000021,HRR067943.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067943.BQSR.bam,HRR067943.BQSR.bam,BAM-files,BQSR.bam,68.99 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067943.BQSR.bam,WES,HRR067943,DNA_ALIGNMENT_BQSR_BAM,HRS040388,HRI035584
HRA000021,HRR067944.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067944.BQSR.bam,HRR067944.BQSR.bam,BAM-files,BQSR.bam,163.10 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067944.BQSR.bam,WES,HRR067944,DNA_ALIGNMENT_BQSR_BAM,HRS040389,HRI035584
HRA000021,HRR067945.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067945.BQSR.bam,HRR067945.BQSR.bam,BAM-files,BQSR.bam,67.00 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067945.BQSR.bam,WES,HRR067945,DNA_ALIGNMENT_BQSR_BAM,HRS040390,HRI035585
HRA000021,HRR067946.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067946.BQSR.bam,HRR067946.BQSR.bam,BAM-files,BQSR.bam,126.11 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067946.BQSR.bam,WES,HRR067946,DNA_ALIGNMENT_BQSR_BAM,HRS040391,HRI035585
HRA000021,HRR067947.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067947.BQSR.bam,HRR067947.BQSR.bam,BAM-files,BQSR.bam,69.30 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067947.BQSR.bam,WES,HRR067947,DNA_ALIGNMENT_BQSR_BAM,HRS040392,HRI035586
HRA000021,HRR067948.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067948.BQSR.bam,HRR067948.BQSR.bam,BAM-files,BQSR.bam,144.05 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067948.BQSR.bam,WES,HRR067948,DNA_ALIGNMENT_BQSR_BAM,HRS040393,HRI035586
HRA000021,HRR067949.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067949.BQSR.bam,HRR067949.BQSR.bam,BAM-files,BQSR.bam,51.04 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067949.BQSR.bam,WES,HRR067949,DNA_ALIGNMENT_BQSR_BAM,HRS040394,HRI035587
HRA000021,HRR067950.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067950.BQSR.bam,HRR067950.BQSR.bam,BAM-files,BQSR.bam,119.21 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067950.BQSR.bam,WES,HRR067950,DNA_ALIGNMENT_BQSR_BAM,HRS040395,HRI035587
HRA000021,HRR067951.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067951.BQSR.bam,HRR067951.BQSR.bam,BAM-files,BQSR.bam,67.82 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067951.BQSR.bam,WES,HRR067951,DNA_ALIGNMENT_BQSR_BAM,HRS040396,HRI035588
HRA000021,HRR067952.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067952.BQSR.bam,HRR067952.BQSR.bam,BAM-files,BQSR.bam,146.89 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067952.BQSR.bam,WES,HRR067952,DNA_ALIGNMENT_BQSR_BAM,HRS040397,HRI035588
HRA000021,HRR067953.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067953.BQSR.bam,HRR067953.BQSR.bam,BAM-files,BQSR.bam,64.90 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067953.BQSR.bam,WES,HRR067953,DNA_ALIGNMENT_BQSR_BAM,HRS040398,HRI035589
HRA000021,HRR067954.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067954.BQSR.bam,HRR067954.BQSR.bam,BAM-files,BQSR.bam,146.65 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067954.BQSR.bam,WES,HRR067954,DNA_ALIGNMENT_BQSR_BAM,HRS040399,HRI035589
HRA000021,HRR067955.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067955.BQSR.bam,HRR067955.BQSR.bam,BAM-files,BQSR.bam,69.11 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067955.BQSR.bam,WES,HRR067955,DNA_ALIGNMENT_BQSR_BAM,HRS040400,HRI035590
HRA000021,HRR067956.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067956.BQSR.bam,HRR067956.BQSR.bam,BAM-files,BQSR.bam,129.36 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067956.BQSR.bam,WES,HRR067956,DNA_ALIGNMENT_BQSR_BAM,HRS040401,HRI035590
HRA000021,HRR067957.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067957.BQSR.bam,HRR067957.BQSR.bam,BAM-files,BQSR.bam,67.21 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067957.BQSR.bam,WES,HRR067957,DNA_ALIGNMENT_BQSR_BAM,HRS040402,HRI035591
HRA000021,HRR067958.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067958.BQSR.bam,HRR067958.BQSR.bam,BAM-files,BQSR.bam,112.35 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067958.BQSR.bam,WES,HRR067958,DNA_ALIGNMENT_BQSR_BAM,HRS040403,HRI035591
HRA000021,HRR067959.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067959.BQSR.bam,HRR067959.BQSR.bam,BAM-files,BQSR.bam,57.13 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067959.BQSR.bam,WES,HRR067959,DNA_ALIGNMENT_BQSR_BAM,HRS040404,HRI035592
HRA000021,HRR067960.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067960.BQSR.bam,HRR067960.BQSR.bam,BAM-files,BQSR.bam,152.33 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067960.BQSR.bam,WES,HRR067960,DNA_ALIGNMENT_BQSR_BAM,HRS040405,HRI035592
HRA000021,HRR067961.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067961.BQSR.bam,HRR067961.BQSR.bam,BAM-files,BQSR.bam,76.77 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067961.BQSR.bam,WES,HRR067961,DNA_ALIGNMENT_BQSR_BAM,HRS040406,HRI035593
HRA000021,HRR067962.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067962.BQSR.bam,HRR067962.BQSR.bam,BAM-files,BQSR.bam,135.21 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067962.BQSR.bam,WES,HRR067962,DNA_ALIGNMENT_BQSR_BAM,HRS040407,HRI035593
HRA000021,HRR067963.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067963.BQSR.bam,HRR067963.BQSR.bam,BAM-files,BQSR.bam,69.42 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067963.BQSR.bam,WES,HRR067963,DNA_ALIGNMENT_BQSR_BAM,HRS040408,HRI035594
HRA000021,HRR067964.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067964.BQSR.bam,HRR067964.BQSR.bam,BAM-files,BQSR.bam,108.29 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067964.BQSR.bam,WES,HRR067964,DNA_ALIGNMENT_BQSR_BAM,HRS040409,HRI035594
HRA000021,HRR067965.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067965.BQSR.bam,HRR067965.BQSR.bam,BAM-files,BQSR.bam,69.29 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067965.BQSR.bam,WES,HRR067965,DNA_ALIGNMENT_BQSR_BAM,HRS040410,HRI035595
HRA000021,HRR067966.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067966.BQSR.bam,HRR067966.BQSR.bam,BAM-files,BQSR.bam,130.58 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067966.BQSR.bam,WES,HRR067966,DNA_ALIGNMENT_BQSR_BAM,HRS040411,HRI035595
HRA000021,HRR067967.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067967.BQSR.bam,HRR067967.BQSR.bam,BAM-files,BQSR.bam,59.00 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067967.BQSR.bam,WES,HRR067967,DNA_ALIGNMENT_BQSR_BAM,HRS040412,HRI035596
HRA000021,HRR067968.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067968.BQSR.bam,HRR067968.BQSR.bam,BAM-files,BQSR.bam,154.40 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067968.BQSR.bam,WES,HRR067968,DNA_ALIGNMENT_BQSR_BAM,HRS040413,HRI035596
HRA000021,HRR067969.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067969.BQSR.bam,HRR067969.BQSR.bam,BAM-files,BQSR.bam,63.96 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067969.BQSR.bam,WES,HRR067969,DNA_ALIGNMENT_BQSR_BAM,HRS040414,HRI035597
HRA000021,HRR067970.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067970.BQSR.bam,HRR067970.BQSR.bam,BAM-files,BQSR.bam,170.27 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067970.BQSR.bam,WES,HRR067970,DNA_ALIGNMENT_BQSR_BAM,HRS040415,HRI035597
HRA000021,HRR067971.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067971.BQSR.bam,HRR067971.BQSR.bam,BAM-files,BQSR.bam,79.23 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067971.BQSR.bam,WES,HRR067971,DNA_ALIGNMENT_BQSR_BAM,HRS040416,HRI035598
HRA000021,HRR067972.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067972.BQSR.bam,HRR067972.BQSR.bam,BAM-files,BQSR.bam,168.89 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067972.BQSR.bam,WES,HRR067972,DNA_ALIGNMENT_BQSR_BAM,HRS040417,HRI035598
HRA000021,HRR067973.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067973.BQSR.bam,HRR067973.BQSR.bam,BAM-files,BQSR.bam,58.94 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067973.BQSR.bam,WES,HRR067973,DNA_ALIGNMENT_BQSR_BAM,HRS040418,HRI035599
HRA000021,HRR067974.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067974.BQSR.bam,HRR067974.BQSR.bam,BAM-files,BQSR.bam,156.82 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067974.BQSR.bam,WES,HRR067974,DNA_ALIGNMENT_BQSR_BAM,HRS040419,HRI035599
HRA000021,HRR067975.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067975.BQSR.bam,HRR067975.BQSR.bam,BAM-files,BQSR.bam,58.67 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067975.BQSR.bam,WES,HRR067975,DNA_ALIGNMENT_BQSR_BAM,HRS040420,HRI035600
HRA000021,HRR067976.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067976.BQSR.bam,HRR067976.BQSR.bam,BAM-files,BQSR.bam,199.39 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067976.BQSR.bam,WES,HRR067976,DNA_ALIGNMENT_BQSR_BAM,HRS040421,HRI035600
HRA000021,HRR067977.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067977.BQSR.bam,HRR067977.BQSR.bam,BAM-files,BQSR.bam,55.37 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067977.BQSR.bam,WES,HRR067977,DNA_ALIGNMENT_BQSR_BAM,HRS040422,HRI035601
HRA000021,HRR067978.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067978.BQSR.bam,HRR067978.BQSR.bam,BAM-files,BQSR.bam,132.71 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067978.BQSR.bam,WES,HRR067978,DNA_ALIGNMENT_BQSR_BAM,HRS040423,HRI035601
HRA000021,HRR067979.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067979.BQSR.bam,HRR067979.BQSR.bam,BAM-files,BQSR.bam,64.26 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067979.BQSR.bam,WES,HRR067979,DNA_ALIGNMENT_BQSR_BAM,HRS040424,HRI035602
HRA000021,HRR067980.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067980.BQSR.bam,HRR067980.BQSR.bam,BAM-files,BQSR.bam,162.52 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067980.BQSR.bam,WES,HRR067980,DNA_ALIGNMENT_BQSR_BAM,HRS040425,HRI035602
HRA000021,HRR067981.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067981.BQSR.bam,HRR067981.BQSR.bam,BAM-files,BQSR.bam,65.88 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067981.BQSR.bam,WES,HRR067981,DNA_ALIGNMENT_BQSR_BAM,HRS040426,HRI035603
HRA000021,HRR067982.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067982.BQSR.bam,HRR067982.BQSR.bam,BAM-files,BQSR.bam,154.70 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067982.BQSR.bam,WES,HRR067982,DNA_ALIGNMENT_BQSR_BAM,HRS040427,HRI035603
HRA000021,HRR067983.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067983.BQSR.bam,HRR067983.BQSR.bam,BAM-files,BQSR.bam,64.19 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067983.BQSR.bam,WES,HRR067983,DNA_ALIGNMENT_BQSR_BAM,HRS040428,HRI035604
HRA000021,HRR067984.BQSR.bam::/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067984.BQSR.bam,HRR067984.BQSR.bam,BAM-files,BQSR.bam,164.51 GB,2,,/hpcdisk1/cbb_group/data/analysis/HRA000021/BAM-files/HRR067984.BQSR.bam,WES,HRR067984,DNA_ALIGNMENT_BQSR_BAM,HRS040429,HRI035604
